id,date,excercise_list,workout_fun_factor,duration,cal_burnt,mood,activeness
278,2020-11-20,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,65,,0,1
279,2020-12-23,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,4,55,,1,1
280,2020-11-11,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,0,41,,2,1
281,2020-10-29,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,41,,0,1
282,2020-03-30,deadlift superman lat_pulldown pull_up ,3,55,,1,1
283,2020-02-26,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,3,34,,2,1
284,2020-04-21,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,47,,2,0
285,2020-07-19,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,0,63,,1,1
286,2020-10-25,dumbbell_row farmers_walk battle_ropes push_press,2,92,,1,2
287,2020-08-12,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,2,66,,1,1
288,2020-05-31,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,106,,1,1
289,2020-02-24,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,3,40,,0,0
290,2020-10-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,1,105,,2,2
291,2020-11-05,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,50,,2,0
292,2020-02-03,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,65,,2,2
293,2020-09-21,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,100,,0,2
294,2020-08-30,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,114,,2,0
295,2020-01-19,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,4,111,,2,1
296,2020-11-07,crunches plank russian_twist side_plank bird_dog burpee,4,49,,1,0
297,2020-12-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,0,86,,1,1
298,2020-07-24,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,33,,1,1
299,2020-07-07,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,119,,1,0
300,2020-01-24,deadlift superman lat_pulldown pull_up ,1,64,,1,0
301,2020-08-31,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,90,,2,2
302,2020-10-14,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,36,,0,1
303,2020-03-18,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,109,,0,0
304,2020-02-18,dumbbell_fly ,0,34,,0,1
305,2020-01-11,dumbbell_row farmers_walk battle_ropes push_press,2,69,,0,1
306,2020-06-22,dumbbell_row farmers_walk battle_ropes push_press,5,83,,0,2
307,2020-07-14,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,64,,0,1
308,2020-10-19,dumbbell_row farmers_walk battle_ropes push_press,1,94,,1,1
309,2020-11-24,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,79,,1,2
310,2020-10-29,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,1,47,,0,0
311,2020-08-22,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,82,,1,0
312,2020-02-12,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,73,,2,1
313,2020-07-10,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,113,,2,2
314,2020-10-13,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,113,,1,2
315,2020-08-01,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,93,,1,2
316,2020-07-20,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,110,,2,2
317,2020-05-29,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,2,84,,0,2
318,2020-03-14,pull_up lat_pulldown push_up dumbbell_row push_press,0,74,,2,1
319,2020-01-21,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,68,,1,1
320,2020-11-07,deadlift superman lat_pulldown pull_up ,5,115,,0,2
321,2020-03-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,85,,2,0
322,2020-07-20,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,96,,0,2
323,2020-05-17,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,62,,1,0
324,2020-03-10,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,79,,0,1
325,2020-10-15,deadlift superman lat_pulldown pull_up ,2,112,,1,0
326,2020-05-18,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,99,,1,2
327,2020-02-26,crunches plank russian_twist side_plank bird_dog burpee,5,76,,2,2
328,2020-04-30,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,82,,0,0
329,2020-06-29,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,5,79,,1,0
330,2020-04-23,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,53,,2,0
331,2020-01-18,deadlift superman lat_pulldown pull_up ,4,63,,1,0
332,2020-08-04,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,0,49,,2,2
333,2020-12-16,bicep_curl pull_up lat_pulldown dumbbell_row push_press,0,36,,1,2
334,2020-10-27,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,3,87,,2,1
335,2020-01-26,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,38,,1,2
336,2020-12-07,deadlift superman lat_pulldown pull_up ,5,37,,1,0
337,2020-02-15,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,5,85,,0,2
338,2020-10-27,dumbbell_fly ,1,102,,2,2
339,2020-02-09,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,4,99,,1,2
340,2020-08-31,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,104,,1,0
341,2020-09-14,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,47,,1,2
342,2020-02-11,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,32,,2,0
343,2020-04-04,dumbbell_row farmers_walk battle_ropes push_press,3,104,,1,0
344,2020-07-09,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,95,,0,2
345,2020-01-16,yoga,3,97,,2,1
346,2020-10-29,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,43,,2,1
347,2020-04-21,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,114,,0,0
348,2020-01-14,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,82,,2,2
349,2020-08-02,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,74,,1,1
350,2020-12-26,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,49,,0,0
351,2020-05-10,deadlift superman lat_pulldown pull_up ,2,117,,1,1
352,2020-06-02,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,33,,1,0
353,2020-05-16,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,2,71,,1,2
354,2020-07-19,dumbbell_fly ,5,42,,1,0
355,2020-04-02,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,4,63,,2,2
356,2020-08-27,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,1,36,,1,1
357,2020-12-01,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,40,,1,0
358,2020-12-23,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,67,,0,2
359,2020-01-04,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,32,,1,0
360,2020-05-29,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,101,,2,2
361,2020-11-16,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,3,32,,2,1
362,2020-10-18,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,34,,1,0
363,2020-10-09,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,78,,0,2
364,2020-03-08,yoga,2,33,,2,2
365,2020-05-05,crunches plank russian_twist side_plank bird_dog burpee,2,70,,2,2
366,2020-07-24,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,3,43,,0,1
367,2020-05-28,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,89,,0,0
368,2020-08-27,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,61,,2,1
369,2020-08-04,bicep_curl pull_up lat_pulldown dumbbell_row push_press,0,50,,2,0
370,2020-11-30,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,47,,0,2
371,2020-10-16,bicep_curl pull_up lat_pulldown dumbbell_row push_press,4,32,,2,2
372,2020-02-16,dumbbell_fly ,2,111,,2,2
373,2020-08-23,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,50,,2,0
374,2020-11-12,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,98,,0,1
375,2020-05-29,dumbbell_fly ,5,64,,0,1
376,2020-08-17,dumbbell_row farmers_walk battle_ropes push_press,2,60,,2,1
377,2020-07-04,pull_up lat_pulldown push_up dumbbell_row push_press,2,105,,2,0
378,2020-03-08,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,91,,0,0
379,2020-05-16,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,95,,2,1
380,2020-02-16,dumbbell_row farmers_walk battle_ropes push_press,2,73,,0,0
381,2020-06-11,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,78,,0,0
382,2020-10-09,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,2,38,,0,0
383,2020-06-26,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,88,,1,1
384,2020-06-15,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,49,,1,0
385,2020-03-12,crunches plank russian_twist side_plank bird_dog burpee,2,105,,2,1
386,2020-12-25,pull_up lat_pulldown push_up dumbbell_row push_press,0,59,,2,2
387,2020-02-18,dumbbell_fly ,4,59,,2,0
388,2020-10-10,dumbbell_fly ,5,61,,2,2
389,2020-06-30,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,70,,2,2
390,2020-06-02,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,106,,0,2
391,2020-04-17,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,30,,1,0
392,2020-05-22,crunches plank russian_twist side_plank bird_dog burpee,4,75,,0,2
393,2020-05-29,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,57,,2,0
394,2020-08-20,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,0,37,,1,1
395,2020-07-18,dumbbell_fly ,0,60,,0,2
396,2020-07-10,pull_up lat_pulldown push_up dumbbell_row push_press,3,115,,2,2
397,2020-08-08,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,87,,1,0
398,2020-02-14,pull_up lat_pulldown push_up dumbbell_row push_press,2,102,,0,1
399,2020-02-16,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,0,82,,2,1
400,2020-04-03,pull_up lat_pulldown push_up dumbbell_row push_press,3,79,,1,1
401,2020-11-29,yoga,5,45,,1,0
402,2020-03-21,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,50,,0,0
403,2020-03-19,dumbbell_row farmers_walk battle_ropes push_press,1,54,,0,1
404,2020-01-16,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,2,55,,0,0
405,2020-04-10,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,2,43,,1,0
406,2020-06-03,crunches plank russian_twist side_plank bird_dog burpee,3,97,,2,0
407,2020-06-01,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,4,116,,2,1
408,2020-08-11,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,88,,1,0
409,2020-05-27,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,83,,0,2
410,2020-05-18,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,48,,0,0
411,2020-04-05,dumbbell_row farmers_walk battle_ropes push_press,1,40,,2,0
412,2020-08-14,deadlift superman lat_pulldown pull_up ,1,84,,0,1
413,2020-08-24,pull_up lat_pulldown push_up dumbbell_row push_press,3,61,,0,2
414,2020-03-17,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,62,,2,2
415,2020-05-02,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,1,32,,1,1
416,2020-06-29,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,1,120,,1,0
417,2020-04-17,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,109,,0,0
418,2020-03-07,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,92,,1,2
419,2020-12-16,dumbbell_row farmers_walk battle_ropes push_press,4,49,,2,0
420,2020-05-09,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,91,,0,2
421,2020-03-09,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,4,61,,2,0
422,2020-06-07,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,4,54,,0,0
423,2020-03-13,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,62,,1,0
424,2020-05-30,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,38,,1,1
425,2020-05-29,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,0,109,,0,0
426,2020-08-26,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,3,104,,1,0
427,2020-02-22,yoga,3,88,,2,2
428,2020-08-26,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,0,41,,1,1
429,2020-04-26,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,85,,1,0
430,2020-03-02,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,84,,1,2
431,2020-07-30,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,0,36,,1,0
432,2020-02-24,bicep_curl pull_up lat_pulldown dumbbell_row push_press,2,52,,2,0
433,2020-02-05,crunches plank russian_twist side_plank bird_dog burpee,4,90,,1,1
434,2020-05-30,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,117,,1,1
435,2020-05-29,yoga,0,79,,1,1
436,2020-07-16,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,86,,1,2
437,2020-04-16,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,87,,0,0
438,2020-08-15,deadlift superman lat_pulldown pull_up ,4,115,,1,2
439,2020-11-18,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,86,,0,0
440,2020-08-28,dumbbell_row farmers_walk battle_ropes push_press,1,60,,2,0
441,2020-07-12,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,79,,1,0
442,2020-10-24,dumbbell_fly ,4,89,,0,0
443,2020-09-05,dumbbell_row farmers_walk battle_ropes push_press,3,105,,0,0
444,2020-03-29,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,60,,0,0
445,2020-04-11,pull_up lat_pulldown push_up dumbbell_row push_press,3,113,,1,1
446,2020-12-16,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,3,116,,0,2
447,2020-01-03,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,2,48,,1,2
448,2020-03-31,pull_up lat_pulldown push_up dumbbell_row push_press,1,63,,0,0
449,2020-08-02,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,1,34,,1,2
450,2020-11-05,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,4,97,,1,2
451,2020-05-30,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,45,,1,1
452,2020-05-12,dumbbell_row farmers_walk battle_ropes push_press,5,66,,1,2
453,2020-09-11,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,77,,2,0
454,2020-10-18,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,70,,2,2
455,2020-11-10,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,106,,2,2
456,2020-05-11,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,33,,1,0
457,2020-02-25,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,4,76,,0,0
458,2020-07-16,crunches plank russian_twist side_plank bird_dog burpee,0,46,,1,0
459,2020-04-14,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,94,,2,0
460,2020-09-18,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,75,,2,2
461,2020-12-05,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,50,,0,1
462,2020-09-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,93,,0,1
463,2020-05-13,crunches plank russian_twist side_plank bird_dog burpee,4,94,,2,0
464,2020-11-10,deadlift superman lat_pulldown pull_up ,3,120,,2,1
465,2020-03-12,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,36,,1,1
466,2020-12-30,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,82,,0,2
467,2020-11-23,deadlift superman lat_pulldown pull_up ,1,46,,2,0
468,2020-07-21,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,3,52,,2,0
469,2020-04-20,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,59,,2,0
